,,,,,Sensor_Package_Name,Sensor_Package_Name,Sensor_Package_Name,Sensor_Package_Name,Sensor_Package_Name
,,,,,AirBeam3-b0b21c77268c,AirBeam3-b0b21c77268c,AirBeam3-b0b21c77268c,AirBeam3-b0b21c77268c,AirBeam3-b0b21c77268c
,,,,,Sensor_Name,Sensor_Name,Sensor_Name,Sensor_Name,Sensor_Name
,,,,,AirBeam3-F,AirBeam3-PM1,AirBeam3-PM10,AirBeam3-PM2.5,AirBeam3-RH
,,,,,Measurement_Type,Measurement_Type,Measurement_Type,Measurement_Type,Measurement_Type
,,,,,Temperature,Particulate Matter,Particulate Matter,Particulate Matter,Humidity
,,,,,Measurement_Units,Measurement_Units,Measurement_Units,Measurement_Units,Measurement_Units
,,,,,fahrenheit,microgram per cubic meter,microgram per cubic meter,microgram per cubic meter,percent
ObjectID,Session_Name,Timestamp,Latitude,Longitude,1:Measurement_Value,2:Measurement_Value,3:Measurement_Value,4:Measurement_Value,5:Measurement_Value
1,Imported from AirBeam storage,2025-04-03T13:37:58.000,41.999811,-87.657799,72.0,0.0,0.0,0.0,38.0
2,Imported from AirBeam storage,2025-04-03T13:38:00.000,41.999811,-87.657799,74.0,0.0,0.0,0.0,34.0
3,Imported from AirBeam storage,2025-04-03T13:38:01.000,41.999811,-87.657799,74.0,0.0,0.0,0.0,34.0
4,Imported from AirBeam storage,2025-04-03T13:38:02.000,41.999811,-87.657799,74.0,0.0,0.0,0.0,34.0
5,Imported from AirBeam storage,2025-04-03T13:38:03.000,41.999811,-87.657799,74.0,0.0,0.0,0.0,34.0
6,Imported from AirBeam storage,2025-04-03T13:38:04.000,41.999811,-87.657799,74.0,0.0,0.0,0.0,34.0
7,Imported from AirBeam storage,2025-04-03T13:38:05.000,41.999811,-87.657799,74.0,0.0,0.0,0.0,34.0
8,Imported from AirBeam storage,2025-04-03T13:38:06.000,41.999811,-87.657799,74.0,0.0,0.0,0.0,34.0
9,Imported from AirBeam storage,2025-04-03T13:38:07.000,41.999811,-87.657799,74.0,0.0,0.0,0.0,34.0
10,Imported from AirBeam storage,2025-04-03T13:38:08.000,41.999811,-87.657799,74.0,0.0,0.0,0.0,34.0
11,Imported from AirBeam storage,2025-04-03T13:38:09.000,41.999811,-87.657799,74.0,0.0,0.0,0.0,35.0
12,Imported from AirBeam storage,2025-04-03T13:38:10.000,41.999811,-87.657799,74.0,0.0,0.0,0.0,35.0
13,Imported from AirBeam storage,2025-04-03T13:38:11.000,41.999811,-87.657799,74.0,0.0,0.0,0.0,35.0
14,Imported from AirBeam storage,2025-04-03T13:38:12.000,41.999811,-87.657799,74.0,0.0,0.0,0.0,35.0
15,Imported from AirBeam storage,2025-04-03T13:38:13.000,41.999811,-87.657799,74.0,0.0,0.0,0.0,35.0
16,Imported from AirBeam storage,2025-04-03T13:38:14.000,41.999811,-87.657799,74.0,0.0,0.0,0.0,35.0
17,Imported from AirBeam storage,2025-04-03T13:38:15.000,41.999811,-87.657799,74.0,0.0,0.0,0.0,35.0
18,Imported from AirBeam storage,2025-04-03T13:38:16.000,41.999811,-87.657799,74.0,0.0,0.0,0.0,35.0
19,Imported from AirBeam storage,2025-04-03T13:38:17.000,41.999811,-87.657799,74.0,0.0,0.0,0.0,35.0
20,Imported from AirBeam storage,2025-04-03T13:38:18.000,41.999811,-87.657799,74.0,0.0,0.0,0.0,35.0
21,Imported from AirBeam storage,2025-04-03T13:38:19.000,41.999811,-87.657799,74.0,0.0,0.0,0.0,35.0
22,Imported from AirBeam storage,2025-04-03T13:38:20.000,41.999811,-87.657799,74.0,0.0,0.0,0.0,35.0
23,Imported from AirBeam storage,2025-04-03T13:38:21.000,41.999811,-87.657799,74.0,0.0,0.0,0.0,35.0
24,Imported from AirBeam storage,2025-04-03T13:38:22.000,41.999811,-87.657799,74.0,0.0,0.0,0.0,35.0
25,Imported from AirBeam storage,2025-04-03T13:38:23.000,41.999811,-87.657799,74.0,0.0,0.0,0.0,35.0
26,Imported from AirBeam storage,2025-04-03T13:38:24.000,41.999811,-87.657799,74.0,0.0,0.0,0.0,35.0
27,Imported from AirBeam storage,2025-04-03T13:38:25.000,41.999811,-87.657799,74.0,0.0,0.0,0.0,35.0
28,Imported from AirBeam storage,2025-04-03T13:38:26.000,41.999811,-87.657799,74.0,0.0,0.0,0.0,35.0
29,Imported from AirBeam storage,2025-04-03T13:38:27.000,41.999811,-87.657799,74.0,0.0,0.0,0.0,35.0
30,Imported from AirBeam storage,2025-04-03T13:38:28.000,41.999811,-87.657799,74.0,0.0,0.0,0.0,35.0
31,Imported from AirBeam storage,2025-04-03T13:38:29.000,41.999811,-87.657799,74.0,0.0,0.0,0.0,35.0
32,Imported from AirBeam storage,2025-04-03T13:38:30.000,41.999811,-87.657799,74.0,0.0,0.0,0.0,35.0
33,Imported from AirBeam storage,2025-04-03T13:38:31.000,41.999811,-87.657799,74.0,0.0,0.0,0.0,35.0
34,Imported from AirBeam storage,2025-04-03T13:38:32.000,41.999811,-87.657799,74.0,0.0,0.0,0.0,35.0
35,Imported from AirBeam storage,2025-04-03T13:38:33.000,41.999811,-87.657799,74.0,0.0,0.0,0.0,35.0
36,Imported from AirBeam storage,2025-04-03T13:38:34.000,41.999811,-87.657799,74.0,0.0,0.0,0.0,35.0
37,Imported from AirBeam storage,2025-04-03T13:38:35.000,41.999811,-87.657799,74.0,0.0,0.0,0.0,35.0
38,Imported from AirBeam storage,2025-04-03T13:38:36.000,41.999811,-87.657799,74.0,0.0,0.0,0.0,35.0
39,Imported from AirBeam storage,2025-04-03T13:38:37.000,41.999811,-87.657799,74.0,0.0,0.0,0.0,35.0
40,Imported from AirBeam storage,2025-04-03T13:38:38.000,41.999811,-87.657799,74.0,0.0,0.0,0.0,35.0
41,Imported from AirBeam storage,2025-04-03T13:38:39.000,41.999811,-87.657799,74.0,0.0,0.0,0.0,35.0
42,Imported from AirBeam storage,2025-04-03T13:38:40.000,41.999811,-87.657799,74.0,0.0,0.0,0.0,34.0
43,Imported from AirBeam storage,2025-04-03T13:38:41.000,41.999811,-87.657799,74.0,0.0,0.0,0.0,34.0
44,Imported from AirBeam storage,2025-04-03T13:38:42.000,41.999811,-87.657799,74.0,0.0,0.0,0.0,34.0
45,Imported from AirBeam storage,2025-04-03T13:38:43.000,41.999811,-87.657799,74.0,0.0,0.0,0.0,34.0
46,Imported from AirBeam storage,2025-04-03T13:38:44.000,41.999811,-87.657799,74.0,1.0,1.0,1.0,33.0
47,Imported from AirBeam storage,2025-04-03T13:38:45.000,41.999811,-87.657799,74.0,1.0,1.0,1.0,33.0
48,Imported from AirBeam storage,2025-04-03T13:38:46.000,41.999811,-87.657799,74.0,1.0,1.0,1.0,33.0
49,Imported from AirBeam storage,2025-04-03T13:38:47.000,41.999811,-87.657799,74.0,2.0,2.0,2.0,32.0
50,Imported from AirBeam storage,2025-04-03T13:38:48.000,41.999811,-87.657799,74.0,2.0,2.0,2.0,32.0
51,Imported from AirBeam storage,2025-04-03T13:38:49.000,41.999811,-87.657799,74.0,1.0,1.0,1.0,32.0
52,Imported from AirBeam storage,2025-04-03T13:38:50.000,41.999811,-87.657799,74.0,1.0,1.0,1.0,31.0
53,Imported from AirBeam storage,2025-04-03T13:38:51.000,41.999811,-87.657799,74.0,2.0,2.0,2.0,31.0
54,Imported from AirBeam storage,2025-04-03T13:38:52.000,41.999811,-87.657799,74.0,2.0,2.0,2.0,31.0
55,Imported from AirBeam storage,2025-04-03T13:38:53.000,41.999811,-87.657799,74.0,2.0,2.0,2.0,31.0
56,Imported from AirBeam storage,2025-04-03T13:38:54.000,41.999811,-87.657799,74.0,2.0,2.0,2.0,30.0
57,Imported from AirBeam storage,2025-04-03T13:38:55.000,41.999811,-87.657799,74.0,2.0,2.0,2.0,30.0
58,Imported from AirBeam storage,2025-04-03T13:38:56.000,41.999811,-87.657799,74.0,2.0,2.0,2.0,30.0
59,Imported from AirBeam storage,2025-04-03T13:38:57.000,41.999811,-87.657799,74.0,2.0,2.0,2.0,30.0
60,Imported from AirBeam storage,2025-04-03T13:38:58.000,41.999811,-87.657799,74.0,3.0,4.0,3.0,30.0
61,Imported from AirBeam storage,2025-04-03T13:38:59.000,41.999811,-87.657799,74.0,3.0,4.0,3.0,30.0
62,Imported from AirBeam storage,2025-04-03T13:39:00.000,41.999811,-87.657799,74.0,4.0,5.0,5.0,30.0
63,Imported from AirBeam storage,2025-04-03T13:39:01.000,41.999811,-87.657799,74.0,3.0,4.0,3.0,30.0
64,Imported from AirBeam storage,2025-04-03T13:39:02.000,41.999811,-87.657799,74.0,3.0,4.0,3.0,30.0
65,Imported from AirBeam storage,2025-04-03T13:39:03.000,41.999811,-87.657799,74.0,4.0,5.0,5.0,30.0
66,Imported from AirBeam storage,2025-04-03T13:39:04.000,41.999811,-87.657799,74.0,4.0,5.0,5.0,29.0
67,Imported from AirBeam storage,2025-04-03T13:39:05.000,41.999811,-87.657799,74.0,3.0,4.0,3.0,29.0
68,Imported from AirBeam storage,2025-04-03T13:39:06.000,41.999811,-87.657799,74.0,3.0,4.0,3.0,29.0
69,Imported from AirBeam storage,2025-04-03T13:39:07.000,41.999811,-87.657799,74.0,3.0,4.0,3.0,29.0
70,Imported from AirBeam storage,2025-04-03T13:39:08.000,41.999811,-87.657799,74.0,3.0,4.0,3.0,29.0
71,Imported from AirBeam storage,2025-04-03T13:39:09.000,41.999811,-87.657799,74.0,3.0,4.0,3.0,29.0
72,Imported from AirBeam storage,2025-04-03T13:39:10.000,41.999811,-87.657799,74.0,3.0,4.0,3.0,29.0
73,Imported from AirBeam storage,2025-04-03T13:39:11.000,41.999811,-87.657799,74.0,3.0,4.0,3.0,29.0
74,Imported from AirBeam storage,2025-04-03T13:39:12.000,41.999811,-87.657799,74.0,3.0,4.0,3.0,29.0
75,Imported from AirBeam storage,2025-04-03T13:39:13.000,41.999811,-87.657799,74.0,3.0,4.0,3.0,30.0
76,Imported from AirBeam storage,2025-04-03T13:39:14.000,41.999811,-87.657799,74.0,3.0,4.0,3.0,30.0
77,Imported from AirBeam storage,2025-04-03T13:39:15.000,41.999811,-87.657799,74.0,3.0,4.0,3.0,30.0
78,Imported from AirBeam storage,2025-04-03T13:39:16.000,41.999811,-87.657799,74.0,3.0,4.0,3.0,30.0
79,Imported from AirBeam storage,2025-04-03T13:39:18.000,41.999811,-87.657799,74.0,3.0,4.0,3.0,29.0
80,Imported from AirBeam storage,2025-04-03T13:39:19.000,41.999811,-87.657799,74.0,2.0,2.0,2.0,29.0
81,Imported from AirBeam storage,2025-04-03T13:39:20.000,41.999811,-87.657799,74.0,2.0,2.0,2.0,29.0
82,Imported from AirBeam storage,2025-04-03T13:39:21.000,41.999811,-87.657799,74.0,2.0,2.0,2.0,29.0
83,Imported from AirBeam storage,2025-04-03T13:39:22.000,41.999811,-87.657799,74.0,3.0,4.0,3.0,29.0
84,Imported from AirBeam storage,2025-04-03T13:39:23.000,41.999811,-87.657799,74.0,3.0,4.0,3.0,29.0
85,Imported from AirBeam storage,2025-04-03T13:39:24.000,41.999811,-87.657799,74.0,3.0,4.0,3.0,29.0
86,Imported from AirBeam storage,2025-04-03T13:39:25.000,41.999811,-87.657799,73.0,3.0,4.0,3.0,29.0
87,Imported from AirBeam storage,2025-04-03T13:39:26.000,41.999811,-87.657799,73.0,3.0,4.0,3.0,29.0
88,Imported from AirBeam storage,2025-04-03T13:39:27.000,41.999811,-87.657799,73.0,3.0,4.0,3.0,29.0
89,Imported from AirBeam storage,2025-04-03T13:39:28.000,41.999811,-87.657799,73.0,3.0,4.0,3.0,29.0
90,Imported from AirBeam storage,2025-04-03T13:39:29.000,41.999811,-87.657799,73.0,3.0,4.0,3.0,29.0
91,Imported from AirBeam storage,2025-04-03T13:39:30.000,41.999811,-87.657799,73.0,2.0,2.0,2.0,29.0
92,Imported from AirBeam storage,2025-04-03T13:39:31.000,41.999811,-87.657799,73.0,2.0,2.0,2.0,29.0
93,Imported from AirBeam storage,2025-04-03T13:39:32.000,41.999811,-87.657799,74.0,3.0,4.0,3.0,29.0
94,Imported from AirBeam storage,2025-04-03T13:39:33.000,41.999811,-87.657799,73.0,3.0,4.0,3.0,29.0
95,Imported from AirBeam storage,2025-04-03T13:39:34.000,41.999811,-87.657799,73.0,3.0,4.0,3.0,29.0
96,Imported from AirBeam storage,2025-04-03T13:39:35.000,41.999811,-87.657799,73.0,3.0,4.0,3.0,29.0
97,Imported from AirBeam storage,2025-04-03T13:39:36.000,41.999811,-87.657799,73.0,3.0,4.0,3.0,29.0
98,Imported from AirBeam storage,2025-04-03T13:39:37.000,41.999811,-87.657799,73.0,3.0,4.0,3.0,29.0
99,Imported from AirBeam storage,2025-04-03T13:39:38.000,41.999811,-87.657799,73.0,3.0,4.0,3.0,29.0
