,,,,,Sensor_Package_Name,Sensor_Package_Name,Sensor_Package_Name,Sensor_Package_Name,Sensor_Package_Name
,,,,,AirBeam3:94e686f462ac,AirBeam3:94e686f462ac,AirBeam3:94e686f462ac,AirBeam3:94e686f462ac,AirBeam3:94e686f462ac
,,,,,Sensor_Name,Sensor_Name,Sensor_Name,Sensor_Name,Sensor_Name
,,,,,AirBeam3-F,AirBeam3-PM1,AirBeam3-PM10,AirBeam3-PM2.5,AirBeam3-RH
,,,,,Measurement_Type,Measurement_Type,Measurement_Type,Measurement_Type,Measurement_Type
,,,,,Temperature,Particulate Matter,Particulate Matter,Particulate Matter,Humidity
,,,,,Measurement_Units,Measurement_Units,Measurement_Units,Measurement_Units,Measurement_Units
,,,,,degrees Fahrenheit,micrograms per cubic meter,micrograms per cubic meter,micrograms per cubic meter,percent
ObjectID,Session_Name,Timestamp,Latitude,Longitude,1:Measurement_Value,2:Measurement_Value,3:Measurement_Value,4:Measurement_Value,5:Measurement_Value
1,Testing,2025-03-15T11:58:33.000,41.999760298,-87.657763572,80.0,2.0,2.0,2.0,38.0
2,Testing,2025-03-15T11:58:34.000,41.999760298,-87.657763572,80.0,2.0,2.0,2.0,36.0
3,Testing,2025-03-15T11:58:35.000,41.999760298,-87.657763572,80.0,2.0,2.0,2.0,35.0
4,Testing,2025-03-15T11:58:36.000,41.999760298,-87.657763572,80.0,2.0,2.0,2.0,35.0
5,Testing,2025-03-15T11:58:37.000,41.999760298,-87.657763572,80.0,2.0,2.0,2.0,34.0
6,Testing,2025-03-15T11:58:38.000,41.999760298,-87.657763572,80.0,2.0,2.0,2.0,34.0
7,Testing,2025-03-15T11:58:39.000,41.999760298,-87.657763572,80.0,2.0,2.0,2.0,34.0
8,Testing,2025-03-15T11:58:40.000,41.999733623,-87.657860272,80.0,2.0,2.0,2.0,33.0
9,Testing,2025-03-15T11:58:41.000,41.99977061,-87.657745114,80.0,2.0,2.0,2.0,33.0
10,Testing,2025-03-15T11:58:42.000,41.99977061,-87.657745114,80.0,2.0,2.0,2.0,33.0
11,Testing,2025-03-15T11:58:43.000,41.99977061,-87.657745114,80.0,2.0,2.0,2.0,33.0
12,Testing,2025-03-15T11:58:45.000,41.99977061,-87.657745114,80.0,2.0,2.0,2.0,33.0
13,Testing,2025-03-15T11:58:47.000,41.99977061,-87.657745114,80.0,1.0,1.0,1.0,33.0
14,Testing,2025-03-15T11:58:48.000,41.99977061,-87.657745114,80.0,1.0,1.0,1.0,33.0
15,Testing,2025-03-15T11:58:49.000,41.999760822,-87.657943947,80.0,,,,
16,Testing,2025-03-15T11:58:49.000,41.999712459,-87.657945563,80.0,2.0,,,
17,Testing,2025-03-15T11:58:49.000,41.999760822,-87.657943947,,2.0,,,
18,Testing,2025-03-15T11:58:49.000,41.999712459,-87.657945563,,,2.0,,
19,Testing,2025-03-15T11:58:49.000,41.999760822,-87.657943947,,,2.0,2.0,
20,Testing,2025-03-15T11:58:49.000,41.999712459,-87.657945563,,,,2.0,
21,Testing,2025-03-15T11:58:49.000,41.999760822,-87.657943947,,,,,33.0
22,Testing,2025-03-15T11:58:49.000,41.999712459,-87.657945563,,,,,33.0
23,Testing,2025-03-15T11:58:51.000,41.999760822,-87.657943947,80.0,2.0,2.0,2.0,33.0
24,Testing,2025-03-15T11:58:52.000,41.999760822,-87.657943947,80.0,2.0,2.0,2.0,33.0
25,Testing,2025-03-15T11:58:53.000,41.999760822,-87.657943947,80.0,1.0,1.0,1.0,33.0
26,Testing,2025-03-15T11:58:54.000,41.999760822,-87.657943947,80.0,2.0,2.0,2.0,33.0
27,Testing,2025-03-15T11:58:55.000,41.999680799,-87.658110892,80.0,2.0,2.0,2.0,33.0
28,Testing,2025-03-15T11:58:56.000,41.999781854,-87.657925819,80.0,2.0,2.0,2.0,34.0
29,Testing,2025-03-15T11:58:57.000,41.999781854,-87.657925819,80.0,2.0,2.0,2.0,35.0
30,Testing,2025-03-15T11:58:58.000,41.999781854,-87.657925819,80.0,3.0,4.0,3.0,36.0
31,Testing,2025-03-15T11:58:59.000,41.999781854,-87.657925819,80.0,4.0,5.0,5.0,37.0
32,Testing,2025-03-15T11:59:00.000,41.999781854,-87.657925819,81.0,4.0,5.0,5.0,38.0
33,Testing,2025-03-15T11:59:01.000,41.999679315,-87.65809781,81.0,3.0,4.0,3.0,40.0
34,Testing,2025-03-15T11:59:02.000,41.999748687,-87.657990734,80.0,3.0,4.0,3.0,42.0
35,Testing,2025-03-15T11:59:03.000,41.999748687,-87.657990734,81.0,4.0,5.0,5.0,44.0
